onet,onet_title,noc 2021,noc_title,noc 2016,noc 2016 title,Noc 2006,noc_title_2006
45-1011.00,First-Line Supervisors of Aquacultural Workers,85100,Livestock labourers,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Agricultural Crop and Horticultural Workers,85100,Livestock labourers,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Animal Husbandry and Animal Care Workers,85100,Livestock labourers,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-2092.00,"Farmworkers and Laborers, Crop",85100,Livestock labourers,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",85100,Livestock labourers,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-2092.00,"Farmworkers and Laborers, Crop",85101,Harvesting labourers,8431,General farm workers,I021,General farm workers
45-2092.00,"Farmworkers and Laborers, Crop",85101,Harvesting labourers,8431,General farm workers,I021,General farm workers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",85101,Harvesting labourers,8431,General farm workers,I021,General farm workers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",85102,Aquaculture and marine harvest labourers,8613,Aquaculture and marine harvest labourers,I213,Aquaculture and marine harvest labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",85103,Nursery and greenhouse labourers,8432,Nursery and greenhouse workers,I022,Nursery and greenhouse workers
45-2092.00,Nursery Workers,85103,Nursery and greenhouse labourers,8432,Nursery and greenhouse workers,I022,Nursery and greenhouse workers
45-3031.00,Hunters and Trappers,85104,Trappers and hunters,8442,Trappers and hunters,I182,Trappers and hunters
47-5081.00,Helpers--Extraction Workers,85110,Mine labourers,8614,Mine labourers,I214,Mine labourers
47-5071.00,"Roustabouts, Oil and Gas",85111,"Oil and gas drilling, servicing and related labourers",8615,"Oil and gas drilling, servicing and related labourers",I215,"Oil and gas drilling, servicing and related labourers"
47-5081.00,Helpers--Extraction Workers,85111,"Oil and gas drilling, servicing and related labourers",8615,"Oil and gas drilling, servicing and related labourers",I215,"Oil and gas drilling, servicing and related labourers"
45-4029.00,"Logging Workers, All Other",85120,Logging and forestry labourers,8616,Logging and forestry labourers,I216,Logging and forestry labourers
37-3011.00,Landscaping and Groundskeeping Workers,85121,Landscaping and grounds maintenance labourers,8612,Landscaping and grounds maintenance labourers,I212,Landscaping and grounds maintenance labourers
11-3051.00,Industrial Production Managers,90010,Manufacturing managers,911,Manufacturing managers,A391,Manufacturing managers
11-3071.00,Logistics Managers,90010,Manufacturing managers,911,Manufacturing managers,A391,Manufacturing managers
11-3051.02,Geothermal Production Managers,90011,Utilities managers,912,Utilities managers,A392,Utilities managers
11-3051.03,Biofuels Production Managers,90011,Utilities managers,912,Utilities managers,A392,Utilities managers
11-3051.04,Biomass Power Plant Managers,90011,Utilities managers,912,Utilities managers,A392,Utilities managers
11-3051.00,Methane/Landfill Gas Collection System Operators,90011,Utilities managers,912,Utilities managers,A392,Utilities managers
11-3051.06,Hydroelectric Production Managers,90011,Utilities managers,912,Utilities managers,A392,Utilities managers
11-3071.00,"Transportation, Storage, and Distribution Managers",90011,Utilities managers,912,Utilities managers,A392,Utilities managers
11-9199.09,Wind Energy Operations Managers,90011,Utilities managers,912,Utilities managers,A392,Utilities managers
51-1011.00,First-Line Supervisors of Production and Operating Workers,92010,"Supervisors, mineral and metal processing",9211,"Supervisors, mineral and metal processing",J011,"Supervisors, mineral and metal processing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92011,"Supervisors, petroleum, gas and chemical processing and utilities",9212,"Supervisors, petroleum, gas and chemical processing and utilities",J012,"Supervisors, petroleum, gas and chemical processing and utilities"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92012,"Supervisors, food and beverage processing",9213,"Supervisors, food, beverage and associated products processing",J013,"Supervisors, food, beverage and tobacco processing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92013,"Supervisors, plastic and rubber products manufacturing",9214,"Supervisors, plastic and rubber products manufacturing",J014,"Supervisors, plastic and rubber products manufacturing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92014,"Supervisors, forest products processing",9215,"Supervisors, forest products processing",J015,"Supervisors, forest products processing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92015,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",J016,"Supervisors, textile processing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92020,"Supervisors, motor vehicle assembling",9221,"Supervisors, motor vehicle assembling",J021,"Supervisors, motor vehicle assembling"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92021,"Supervisors, electronics and electrical products manufacturing",9222,"Supervisors, electronics manufacturing",J022,"Supervisors, electronics manufacturing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92021,"Supervisors, electronics and electrical products manufacturing",9222,"Supervisors, electronics manufacturing",J022,"Supervisors, electronics manufacturing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92022,"Supervisors, furniture and fixtures manufacturing",9224,"Supervisors, furniture and fixtures manufacturing",J024,"Supervisors, furniture and fixtures manufacturing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92023,"Supervisors, other mechanical and metal products manufacturing",9226,"Supervisors, other mechanical and metal products manufacturing",J026,"Supervisors, other mechanical and metal products manufacturing"
51-1011.00,First-Line Supervisors of Production and Operating Workers,92024,"Supervisors, other products manufacturing and assembly",9227,"Supervisors, other products manufacturing and assembly",J027,"Supervisors, other products manufacturing and assembly"
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-4052.00,"Pourers and Casters, Metal",92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-8011.00,Nuclear Power Reactor Operators,92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-8013.00,Power Plant Operators,92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-8021.00,Stationary Engineers and Boiler Operators,92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,92100,Power engineers and power systems operators,9241,Power engineers and power systems operators,H221,Stationary engineers and auxiliary equipment operators
51-8031.00,Water and Wastewater Treatment Plant and System Operators,92101,Water and waste treatment plant operators,9243,Water and waste treatment plant operators,J134,Water and waste plant operators
51-4051.00,Metal-Refining Furnace Operators and Tenders,93100,"Central control and process operators, mineral and metal processing",9231,"Central control and process operators, mineral and metal processing",J111,"Central control and process operators, mineral and metal processing"
